Ship Mode,Segment,Postal Code,Region,Sub-Category,Sales,Quantity,Discount,Profit per sale
1,2,19711,3,1,104.97,3,0,0.1
1,2,94110,4,5,556.665,5,0.15,0.1
0,1,10011,3,16,22.72,4,0,0.4
1,1,33180,2,15,4.464,1,0.2,0.0
0,1,90004,4,6,725.344,4,0.2,0.1
0,2,60623,1,15,53.92,5,0.2,0.1
0,2,78501,1,15,8.928,2,0.2,0.2
0,3,19140,3,15,8.928,2,0.2,0.2
0,3,33614,2,15,432.456,3,0.2,0.1
1,1,18018,3,2,9.48,3,0.2,0.2
1,1,19120,3,15,13.392,3,0.2,0.1
1,1,19134,3,3,11.12,5,0.2,0.1
1,1,19140,3,10,310.88,2,0.2,0.1
1,1,27707,2,10,335.744,2,0.2,0.1
1,1,44105,3,15,25.696,2,0.2,0.1
2,1,57401,1,16,25.5,3,0,0.3
1,1,62521,1,15,132.696,3,0.2,0.1
1,1,77036,1,3,37.84,2,0.2,0.1
1,1,77070,1,15,10.784,1,0.2,0.1
1,1,93727,4,14,211.168,4,0.2,0.1
1,1,94122,4,14,1679.96,5,0.2,0.1
1,1,94122,4,6,1212.96,7,0.2,0.1
3,1,28601,2,14,36.192,1,0.2,0.1
3,1,43229,3,3,55.984,2,0.2,0.1
3,1,43229,3,2,26.136,3,0.2,0.1
3,1,75217,1,15,54.192,6,0.2,0.1
3,1,75217,1,3,4.448,2,0.2,0.0
2,1,32303,2,14,4367.896,13,0.2,0.1
2,1,32303,2,2,161.376,6,0.2,0.1
2,1,33458,2,3,2.064,1,0.2,0.0
2,1,43017,3,3,23.92,5,0.2,0.1
2,1,44312,3,3,8.256,4,0.2,0.2
2,1,60201,1,14,11.992,1,0.2,0.1
2,2,42301,2,16,25.5,3,0,0.3
2,2,11561,3,16,25.71,3,0,0.3
2,1,77095,1,14,719.96,5,0.2,0.1
2,1,79907,1,15,372.144,3,0.2,0.1
2,1,80229,4,3,13.344,6,0.2,0.1
2,1,92037,4,6,1013.488,7,0.2,0.1
2,1,94109,4,14,213.48,3,0.2,0.1
2,1,98502,4,6,603.92,5,0.2,0.1
0,1,19120,3,15,44.688,7,0.2,0.1
0,1,27405,2,3,32.776,1,0.2,0.1
0,1,28110,2,6,698.352,3,0.2,0.1
0,1,28205,2,14,27.992,1,0.2,0.1
0,1,32216,2,3,47.616,3,0.2,0.1
0,1,32725,2,6,186.304,4,0.2,0.1
0,1,32839,2,3,55.984,2,0.2,0.1
0,1,33024,2,2,24.472,7,0.2,0.1
0,1,33180,2,15,17.44,2,0.2,0.1
0,1,33407,2,14,55.984,2,0.2,0.1
0,1,33710,2,14,180.96,5,0.2,0.1
0,1,37211,2,3,4.448,2,0.2,0.0
0,1,38301,2,15,26.16,3,0.2,0.1
0,3,1841,3,16,25.71,3,0,0.3
0,1,43229,3,15,239.456,7,0.2,0.1
0,1,43229,3,15,62.04,5,0.2,0.1
0,1,43229,3,2,113.552,2,0.2,0.1
0,1,45011,3,2,123.92,5,0.2,0.1
0,1,45014,3,10,466.32,3,0.2,0.1
0,1,60610,1,15,21.568,2,0.2,0.1
0,1,60610,1,14,222.384,2,0.2,0.1
0,1,60623,1,15,1297.368,9,0.2,0.1
0,1,60623,1,15,102.624,3,0.2,0.1
0,1,60623,1,14,1979.928,9,0.2,0.1
0,1,60623,1,14,159.984,2,0.2,0.1
0,1,75081,1,14,657.552,6,0.2,0.1
0,1,75081,1,3,31.744,2,0.2,0.1
0,1,95037,4,17,268.704,3,0.2,0.1
0,1,75220,1,3,63.488,4,0.2,0.1
0,1,77036,1,14,31.92,2,0.2,0.1
0,1,77070,1,14,54.368,4,0.2,0.1
0,1,77340,1,14,239.976,3,0.2,0.1
0,1,78041,1,3,15.872,1,0.2,0.1
0,1,92037,4,17,557.728,4,0.2,0.1
0,1,78501,1,3,4.448,2,0.2,0.0
0,3,94122,4,5,119.833,1,0.15,0.1
0,1,80219,4,14,406.368,4,0.2,0.1
0,1,85224,4,3,8.896,4,0.2,0.2
0,1,85281,4,15,10.744,1,0.2,0.1
0,1,85301,4,15,10.744,1,0.2,0.1
0,1,10024,3,16,357.93,3,0,0.1
0,1,90301,4,14,196.776,3,0.2,0.1
0,1,92037,4,6,603.92,5,0.2,0.1
0,1,92627,4,14,258.576,2,0.2,0.1
0,1,92627,4,6,241.568,2,0.2,0.1
0,1,96003,4,14,333.576,3,0.2,0.1
0,1,97301,4,15,39.072,3,0.2,0.1
0,1,98103,4,14,1007.944,7,0.2,0.1
0,3,66062,1,16,357.93,3,0,0.1
0,1,98115,4,6,698.352,3,0.2,0.1
1,2,32137,2,10,213.216,3,0.2,0.1
1,2,33801,2,15,26.16,3,0.2,0.1
1,2,62521,1,15,49.632,4,0.2,0.1
1,2,75217,1,15,720.76,5,0.2,0.1
0,2,10024,3,5,287.976,3,0.2,0.1
1,2,85705,4,14,201.584,2,0.2,0.1
1,2,90008,4,14,211.168,4,0.2,0.1
1,3,10009,3,16,240.37,1,0,0.1
0,1,95823,4,16,27.96,2,0,0.3
2,2,95051,4,16,27.36,4,0,0.3
3,2,45014,3,2,795.408,6,0.2,0.1
3,2,77705,1,15,12.768,2,0.2,0.1
2,2,33445,2,15,184.704,6,0.2,0.1
2,2,43615,3,2,17.48,5,0.2,0.1
1,1,92024,4,17,298.776,3,0.2,0.1
2,2,62521,1,15,24.816,2,0.2,0.1
2,2,75081,1,14,381.576,3,0.2,0.1
2,2,76017,1,3,47.616,3,0.2,0.1
2,2,77041,1,15,14.16,1,0.2,0.1
2,2,90049,4,14,110.352,3,0.2,0.1
2,2,94521,4,14,1626.192,9,0.2,0.1
0,2,19120,3,3,123.256,7,0.2,0.1
0,2,27604,2,2,48.784,1,0.2,0.1
0,2,33065,2,2,6.992,2,0.2,0.2
0,2,33614,2,3,35.216,2,0.2,0.1
0,2,33710,2,10,310.88,2,0.2,0.1
0,2,33710,2,3,4.448,2,0.2,0.0
0,2,43055,3,15,27.096,3,0.2,0.1
0,2,60610,1,15,21.488,2,0.2,0.1
0,2,60610,1,14,180.96,5,0.2,0.1
0,2,75081,1,14,1099.96,5,0.2,0.1
0,2,78207,1,14,180.96,5,0.2,0.1
0,2,78207,1,3,6.672,6,0.2,0.2
0,2,80219,4,6,544.008,3,0.2,0.1
0,2,80906,4,2,60.984,7,0.2,0.1
0,2,83704,4,14,304.776,3,0.2,0.1
0,2,85234,4,10,621.76,4,0.2,0.1
0,2,85281,4,15,79.4,5,0.2,0.1
3,2,94110,4,16,25.35,3,0,0.4
0,2,90004,4,6,279.456,6,0.2,0.1
0,2,90008,4,14,95.76,6,0.2,0.1
0,2,90036,4,14,258.576,2,0.2,0.1
0,2,90045,4,14,196.776,3,0.2,0.1
0,2,92105,4,14,71.952,6,0.2,0.1
0,2,95123,4,14,110.352,3,0.2,0.1
0,2,97206,4,2,11.176,1,0.2,0.1
0,3,98006,4,16,25.35,3,0,0.4
1,3,77036,1,14,196.776,3,0.2,0.1
1,3,85254,4,14,203.184,2,0.2,0.1
1,3,85345,4,3,88.04,5,0.2,0.1
1,3,90049,4,6,241.568,2,0.2,0.1
1,3,94110,4,6,544.008,3,0.2,0.1
3,3,85301,4,14,671.984,2,0.2,0.1
2,3,60610,1,14,27.184,2,0.2,0.1
2,3,60623,1,14,222.384,2,0.2,0.1
2,3,60653,1,14,812.736,8,0.2,0.1
2,3,77095,1,15,8.72,1,0.2,0.2
2,3,90036,4,14,889.536,8,0.2,0.1
2,3,98105,4,14,659.976,3,0.2,0.1
0,3,19013,3,10,6.696,1,0.2,0.2
0,3,19120,3,10,1007.232,6,0.2,0.1
0,3,19120,3,2,447.696,2,0.2,0.1
0,3,19140,3,15,43.28,1,0.2,0.1
0,3,27707,2,3,6.192,3,0.2,0.0
0,3,28205,2,14,222.384,2,0.2,0.1
0,3,32216,2,3,16.256,2,0.2,0.1
0,3,32712,2,2,671.544,3,0.2,0.1
0,3,37087,2,14,239.976,3,0.2,0.1
0,3,43130,3,2,16.704,6,0.2,0.1
0,3,80013,4,2,43.56,5,0.2,0.1
0,3,85023,4,10,46.872,7,0.2,0.1
0,3,85023,4,2,78.272,2,0.2,0.1
0,3,85234,4,14,333.576,3,0.2,0.1
0,3,90045,4,14,109.592,1,0.2,0.1
0,3,91104,4,14,659.976,3,0.2,0.1
0,3,92037,4,14,555.96,5,0.2,0.1
0,3,93101,4,14,3023.928,9,0.2,0.1
0,3,98103,4,14,105.584,2,0.2,0.1
1,1,75220,1,15,264.32,2,0.2,0.1
1,1,79907,1,14,575.968,4,0.2,0.1
1,1,83201,4,14,302.376,3,0.2,0.1
1,1,91360,4,14,15.984,2,0.2,0.1
1,1,92683,4,14,31.968,4,0.2,0.1
1,1,98026,4,14,455.712,2,0.2,0.1
3,1,94109,4,6,144.784,1,0.2,0.1
2,1,60610,1,14,659.168,4,0.2,0.1
2,1,97206,4,3,120.768,4,0.2,0.1
0,1,19120,3,2,33.528,3,0.2,0.1
0,1,19134,3,3,7.872,3,0.2,0.2
0,1,19140,3,15,577.584,6,0.2,0.1
0,1,37087,2,15,84.96,6,0.2,0.1
0,1,43055,3,3,111.104,7,0.2,0.1
0,1,43402,3,15,264.32,2,0.2,0.1
0,1,60610,1,15,61.568,2,0.2,0.1
0,1,60623,1,15,132.16,1,0.2,0.1
0,1,78664,1,14,431.976,3,0.2,0.1
0,1,80112,4,14,108.576,3,0.2,0.1
0,1,80219,4,14,143.64,9,0.2,0.1
2,1,98103,4,5,48.58,1,0,0.2
1,2,6460,3,16,30.69,3,0,0.3
0,1,90032,4,14,911.424,4,0.2,0.1
0,1,90032,4,14,302.376,3,0.2,0.1
0,1,90045,4,14,775.728,6,0.2,0.1
0,1,90049,4,14,302.376,3,0.2,0.1
0,1,92804,4,14,302.376,3,0.2,0.1
3,1,92374,4,16,29.7,3,0,0.3
0,1,97477,4,2,35.208,1,0.2,0.1
0,2,90004,4,16,29.7,3,0,0.3
1,2,62521,1,15,52.096,4,0.2,0.1
3,2,43055,3,3,18.656,2,0.2,0.1
3,2,90004,4,6,362.352,3,0.2,0.1
2,2,19134,3,3,9.408,7,0.2,0.2
2,2,90045,4,14,15.984,2,0.2,0.1
2,2,97301,4,14,263.96,5,0.2,0.1
2,2,98661,4,14,302.376,3,0.2,0.1
0,2,19140,3,2,41.376,6,0.2,0.1
0,2,33178,2,14,361.376,2,0.2,0.1
0,2,60610,1,14,508.768,4,0.2,0.1
0,2,76106,1,14,21.072,3,0.2,0.1
0,2,77070,1,15,32.232,3,0.2,0.1
0,2,80219,4,6,906.68,5,0.2,0.1
0,2,90036,4,6,232.88,5,0.2,0.1
0,2,92024,4,14,361.376,2,0.2,0.1
2,3,19134,3,3,37.312,4,0.2,0.1
2,3,77340,1,14,7.992,1,0.2,0.2
0,3,27707,2,15,61.568,2,0.2,0.1
0,3,33180,2,2,211.248,6,0.2,0.1
0,3,75081,1,14,369.544,7,0.2,0.1
0,3,87105,4,14,302.376,3,0.2,0.1
2,1,10009,3,6,164.646,3,0.1,0.1
2,1,10035,3,6,384.174,7,0.1,0.1
0,1,12180,3,6,109.764,2,0.1,0.1
0,3,10009,3,6,172.764,2,0.1,0.1
1,1,10011,3,1,99.98,2,0,0.1
1,1,94601,4,10,129.92,4,0,0.1
2,1,22153,2,1,99.98,2,0,0.1
0,1,98115,4,16,27.93,3,0,0.3
0,1,31907,2,1,249.95,5,0,0.1
0,1,47201,1,1,199.96,4,0,0.1
0,1,53209,1,6,754.45,5,0,0.1
2,3,7050,3,16,27.93,3,0,0.3
0,1,84321,4,1,82.8,12,0,0.1
0,1,88101,4,1,101.34,3,0,0.1
1,2,94109,4,1,99.98,2,0,0.1
0,2,22153,2,1,20.7,3,0,0.1
0,2,71111,2,10,129.92,4,0,0.1
0,2,73120,1,1,6.9,1,0,0.2
0,2,98115,4,1,27.6,4,0,0.1
0,3,3301,3,16,27.93,3,0,0.3
0,3,10024,3,1,101.34,3,0,0.1
0,2,37130,2,5,131.104,2,0.2,0.1
2,2,90301,4,16,28.4,5,0,0.3
0,2,10009,3,16,28.4,5,0,0.3
0,3,33012,2,5,339.92,5,0.2,0.1
0,1,92404,4,16,33.36,4,0,0.3
1,2,45231,3,7,839.988,2,0.4,0.1
2,1,93727,4,17,697.16,5,0.2,0.1
0,2,43402,3,7,899.982,3,0.4,0.1
3,3,60610,1,12,209.986,2,0.3,0.1
0,1,10024,3,5,242.352,3,0.2,0.1
3,1,90008,4,17,364.08,2,0.2,0.1
0,2,85023,4,6,47.968,2,0.2,0.1
1,1,27534,2,2,34.944,3,0.2,0.1
1,1,28540,2,15,67.64,5,0.2,0.1
1,1,28540,2,14,7.92,5,0.2,0.2
1,1,94601,4,14,431.968,4,0.2,0.1
1,1,95123,4,6,108.608,4,0.2,0.1
3,1,33030,2,15,85.224,3,0.2,0.1
3,1,33614,2,6,1125.488,7,0.2,0.1
3,1,33801,2,14,11.824,2,0.2,0.1
3,1,44105,3,15,1006.056,3,0.2,0.1
0,1,92105,4,16,32.94,3,0,0.3
2,1,28314,2,2,499.584,3,0.2,0.1
2,1,28540,2,3,4.368,3,0.2,0.0
2,1,45231,3,3,10.608,6,0.2,0.1
2,1,75217,1,15,41.92,5,0.2,0.1
2,1,77573,1,3,67.144,7,0.2,0.1
2,1,84062,4,14,399.96,5,0.2,0.1
2,1,85254,4,14,271.992,1,0.2,0.1
2,1,95123,4,6,113.888,2,0.2,0.1
2,1,97301,4,15,29.304,3,0.2,0.2
2,1,97477,4,15,53.424,3,0.2,0.1
0,1,18103,3,3,4.16,2,0.2,0.0
0,1,27217,2,3,1.752,1,0.2,0.0
0,1,28540,2,14,105.584,2,0.2,0.1
0,1,28806,2,3,8.76,5,0.2,0.2
0,1,37075,2,3,12.264,7,0.2,0.1
0,1,37604,2,2,333.056,2,0.2,0.1
0,1,43130,3,15,16.768,2,0.2,0.1
0,1,59405,4,14,105.584,2,0.2,0.1
0,1,60004,1,3,14.112,6,0.2,0.1
0,1,60035,1,14,153.584,2,0.2,0.1
1,1,23464,2,16,34.2,5,0,0.3
0,1,77041,1,14,151.192,1,0.2,0.1
3,1,94122,4,16,31.92,4,0,0.3
0,1,78550,1,15,53.424,3,0.2,0.1
0,1,78745,1,15,13.72,1,0.2,0.1
0,1,80027,4,15,237.096,3,0.2,0.1
0,1,80219,4,14,105.584,2,0.2,0.1
0,2,10035,3,5,186.048,4,0.2,0.1
0,1,80906,4,3,13.12,5,0.2,0.1
0,1,85204,4,15,16.768,2,0.2,0.1
0,1,87124,4,6,230.352,3,0.2,0.1
0,1,90032,4,14,211.168,4,0.2,0.1
0,1,90036,4,14,139.8,5,0.2,0.1
0,1,90049,4,14,369.544,7,0.2,0.1
0,1,90805,4,14,217.584,2,0.2,0.1
0,1,92105,4,14,219.184,2,0.2,0.1
0,1,95123,4,14,1432,5,0.2,0.1
0,1,97477,4,3,5.248,2,0.2,0.0
0,1,97756,4,14,438.368,4,0.2,0.1
1,2,27405,2,14,1359.96,5,0.2,0.1
1,2,33801,2,14,323.976,3,0.2,0.1
1,2,62301,1,15,27.44,2,0.2,0.1
1,2,76021,1,14,153.584,2,0.2,0.1
1,2,78521,1,15,237.096,3,0.2,0.1
1,2,80906,4,6,230.352,3,0.2,0.1
3,2,27217,2,2,167.44,2,0.2,0.1
3,2,33065,2,15,24.672,2,0.2,0.1
3,2,43055,3,15,99.488,2,0.2,0.1
3,2,92503,4,14,1039.728,2,0.2,0.1
2,2,19120,3,3,6.848,2,0.2,0.2
2,2,27511,2,2,58.24,5,0.2,0.1
2,2,27707,2,3,140.736,4,0.2,0.1
2,2,32216,2,2,20.808,3,0.2,0.1
2,2,77041,1,14,453.576,3,0.2,0.1
2,2,78041,1,14,328.776,3,0.2,0.1
2,2,78041,1,14,217.584,2,0.2,0.1
2,2,78501,1,3,74.352,3,0.2,0.1
2,2,85023,4,2,325.632,6,0.2,0.1
2,2,85345,4,14,105.584,2,0.2,0.1
2,2,95351,4,14,52.792,1,0.2,0.1
2,2,98115,4,14,52.792,1,0.2,0.1
0,2,19143,3,15,8.384,1,0.2,0.2
0,2,27511,2,14,246.168,3,0.2,0.1
0,2,37211,2,2,76.608,8,0.2,0.1
0,2,37918,2,3,4.368,3,0.2,0.0
0,2,44107,3,3,19.728,9,0.2,0.2
0,2,60653,1,3,5.304,3,0.2,0.0
0,2,75081,1,3,70.368,2,0.2,0.1
0,2,78207,1,15,27.056,2,0.2,0.1
0,2,80027,4,3,6.848,2,0.2,0.2
0,2,80219,4,14,159.984,2,0.2,0.1
0,2,90278,4,14,438.368,4,0.2,0.1
0,2,94110,4,14,19.8,5,0.2,0.2
0,2,98105,4,6,307.136,4,0.2,0.1
1,3,19140,3,3,11.736,3,0.2,0.1
1,3,90008,4,14,4158.912,8,0.2,0.1
3,3,85301,4,14,7.92,2,0.2,0.2
3,3,85301,4,6,113.888,2,0.2,0.1
2,3,45503,3,3,3.424,1,0.2,0.0
2,3,77340,1,3,70.368,2,0.2,0.1
2,3,94513,4,14,761.544,7,0.2,0.1
0,3,28205,2,15,348.208,7,0.2,0.1
0,3,32216,2,14,219.184,2,0.2,0.1
0,3,44052,3,15,27.44,2,0.2,0.1
0,3,45503,3,2,334.88,4,0.2,0.1
0,3,60653,1,14,124.792,1,0.2,0.1
0,3,90004,4,14,246.168,3,0.2,0.1
0,3,98103,4,6,113.888,2,0.2,0.1
0,3,98105,4,14,453.576,3,0.2,0.1
1,1,19120,3,10,60.312,3,0.2,0.1
1,2,90032,4,17,189.576,1,0.2,0.1
1,1,19143,3,2,88.832,4,0.2,0.1
1,1,28027,2,3,20.016,9,0.2,0.1
1,1,77041,1,14,7.992,1,0.2,0.2
1,1,97206,4,14,572.8,2,0.2,0.1
3,1,84107,4,14,71.928,9,0.2,0.1
3,1,98103,4,6,167.888,7,0.2,0.1
2,1,44105,3,3,18.656,2,0.2,0.2
2,1,60025,1,14,158.376,3,0.2,0.1
2,1,75007,1,3,99.136,4,0.2,0.1
2,1,78207,1,3,10.272,3,0.2,0.1
2,1,85023,4,14,29.592,1,0.2,0.2
2,1,90045,4,14,479.92,2,0.2,0.1
2,1,92105,4,6,191.968,7,0.2,0.1
2,1,94109,4,6,321.568,2,0.2,0.1
0,1,17602,3,10,20.104,1,0.2,0.1
0,1,19120,3,2,44.416,2,0.2,0.1
0,1,19140,3,10,60.312,3,0.2,0.1
0,1,37918,2,3,4.704,2,0.2,0.0
0,1,38401,2,2,43.512,7,0.2,0.1
0,1,60188,1,15,68.6,5,0.2,0.1
0,1,60610,1,14,328.224,4,0.2,0.1
0,1,62301,1,3,19.56,5,0.2,0.2
0,1,75061,1,14,88.776,3,0.2,0.1
0,1,77041,1,14,537.544,7,0.2,0.1
0,1,78501,1,3,175.92,5,0.2,0.1
0,1,90004,4,14,539.92,5,0.2,0.1
0,1,90008,4,14,88.776,3,0.2,0.1
0,1,94122,4,14,783.96,5,0.2,0.1
0,1,98103,4,14,88.776,3,0.2,0.1
0,1,98105,4,14,156.792,1,0.2,0.1
0,1,98105,4,14,107.984,1,0.2,0.1
1,2,19143,3,3,99.136,4,0.2,0.1
1,2,37167,2,6,643.136,4,0.2,0.1
1,2,80013,4,15,168.624,9,0.2,0.1
1,2,85281,4,14,230.376,3,0.2,0.1
1,2,92105,4,14,215.968,2,0.2,0.1
2,2,28205,2,15,45.248,2,0.2,0.1
2,2,32216,2,14,59.184,2,0.2,0.1
1,2,35244,2,16,477.24,4,0,0.1
2,2,92677,4,14,39.96,5,0.2,0.1
2,2,97301,4,3,9.328,1,0.2,0.2
2,2,98105,4,14,88.776,3,0.2,0.1
0,2,27707,2,14,15.984,2,0.2,0.1
0,2,28205,2,3,10.272,3,0.2,0.1
0,2,32216,2,3,4.768,2,0.2,0.0
0,2,32303,2,3,6.576,3,0.2,0.2
0,2,33180,2,3,47.96,5,0.2,0.1
0,2,37167,2,14,63.936,8,0.2,0.1
0,2,37211,2,2,81.568,2,0.2,0.1
0,2,60623,1,14,647.904,6,0.2,0.1
0,2,61032,1,15,45.248,2,0.2,0.1
0,2,76106,1,3,9.328,1,0.2,0.2
0,2,77095,1,14,158.376,3,0.2,0.1
0,2,77340,1,14,755.944,7,0.2,0.1
0,2,78415,1,3,16.464,7,0.2,0.1
0,2,85023,4,10,87.96,3,0.2,0.1
0,2,85204,4,14,263.96,5,0.2,0.1
0,2,90008,4,14,859.2,3,0.2,0.1
0,2,90278,4,14,1075.088,14,0.2,0.1
0,2,94110,4,14,1145.6,4,0.2,0.1
0,2,94110,4,6,321.568,2,0.2,0.1
0,2,97477,4,14,859.2,3,0.2,0.1
1,3,19013,3,3,198.272,8,0.2,0.1
1,3,33012,2,15,61.68,5,0.2,0.1
1,3,33012,2,14,158.376,3,0.2,0.1
1,3,43130,3,3,30.816,9,0.2,0.1
0,2,10009,3,16,35.52,4,0,0.3
2,3,60623,1,3,3.536,2,0.2,0.0
2,3,76106,1,14,1718.4,6,0.2,0.1
2,3,77095,1,15,158.368,7,0.2,0.1
2,3,85023,4,6,191.968,7,0.2,0.1
0,3,19140,3,15,284.08,10,0.2,0.1
0,3,33180,2,3,47.96,5,0.2,0.1
0,3,60068,1,14,286.4,1,0.2,0.1
0,3,60505,1,15,298.464,6,0.2,0.1
0,3,77095,1,3,6.24,3,0.2,0.2
0,3,90008,4,14,1212.848,7,0.2,0.1
0,1,48227,1,6,389.97,3,0,0.1
0,1,48227,1,6,389.97,3,0,0.1
0,2,31907,2,16,34.48,2,0,0.3
2,1,35630,2,6,1819.86,14,0,0.1
2,1,94122,4,10,123.96,3,0,0.1
0,1,38134,2,16,88.96,8,0.2,0.2
2,2,90045,4,17,273.568,2,0.2,0.1
2,1,94110,4,5,222.666,2,0.15,0.1
0,1,55407,1,10,123.96,3,0,0.1
0,1,94109,4,16,35.06,2,0,0.4
2,2,90045,4,10,289.24,7,0,0.1
0,2,10035,3,10,165.28,4,0,0.1
1,3,40475,2,16,35.06,2,0,0.4
2,3,12180,3,10,82.64,2,0,0.1
1,2,21215,3,6,261.96,2,0,0.1
0,3,23434,2,16,35.06,2,0,0.4
0,1,55044,1,16,37.24,4,0,0.3
0,2,32839,2,5,289.568,2,0.2,0.1
0,1,95123,4,16,41.04,6,0,0.3
2,1,37918,2,2,87.168,2,0.2,0.2
0,1,28806,2,2,43.584,1,0.2,0.1
0,3,97477,4,2,87.168,2,0.2,0.2
1,1,19143,3,10,22.512,3,0.2,0.1
1,1,28314,2,14,44.784,2,0.2,0.1
1,1,43055,3,3,7.152,3,0.2,0.2
1,1,75056,1,14,67.176,3,0.2,0.2
1,1,75220,1,3,45.04,2,0.2,0.2
1,1,97206,4,3,7.152,3,0.2,0.2
1,1,98026,4,1,25.78,2,0,0.2
1,1,98105,4,15,95.94,3,0,0.2
3,1,27604,2,14,863.928,9,0.2,0.1
3,1,32712,2,10,129.888,6,0.2,0.2
3,1,33142,2,6,239.24,1,0.2,0.2
3,1,78207,1,15,49.632,4,0.2,0.2
2,1,28314,2,6,225.296,2,0.2,0.2
2,1,29501,2,15,191.88,6,0,0.1
2,1,33021,2,15,9.952,1,0.2,0.2
2,1,33614,2,6,64.784,1,0.2,0.1
2,1,40214,2,15,95.94,3,0,0.2
2,1,43130,3,2,646.272,8,0.2,0.2
2,1,60610,1,14,537.544,7,0.2,0.2
2,1,60610,1,14,359.976,3,0.2,0.2
2,1,76706,1,3,7.12,5,0.2,0.2
2,1,80027,4,14,559.984,2,0.2,0.2
0,1,6010,3,15,95.94,3,0,0.2
0,1,10009,3,15,191.88,6,0,0.1
0,1,19120,3,15,36.744,3,0.2,0.2
1,2,90049,4,17,447.84,5,0.2,0.1
0,1,27604,2,14,108.784,2,0.2,0.2
0,1,28027,2,10,315.776,8,0.2,0.2
0,1,28314,2,2,64.864,4,0.2,0.1
0,1,28540,2,14,95.968,4,0.2,0.2
0,1,29203,2,15,63.96,2,0,0.1
0,1,30318,2,10,129.93,3,0,0.2
0,1,60653,1,3,27.384,7,0.2,0.2
0,1,61107,1,3,128.744,7,0.2,0.2
0,1,75023,1,14,95.992,1,0.2,0.2
0,1,75220,1,14,195.96,5,0.2,0.2
0,1,76706,1,15,23.968,2,0.2,0.1
0,1,77506,1,3,45.04,2,0.2,0.2
0,1,79109,1,14,307.168,4,0.2,0.2
0,1,80013,4,2,122.328,3,0.2,0.1
0,1,80219,4,3,43.176,3,0.2,0.1
0,1,85023,4,15,39.808,4,0.2,0.2
0,1,90008,4,6,225.296,2,0.2,0.2
0,1,90008,4,6,112.648,1,0.2,0.1
0,1,90032,4,14,907.152,6,0.2,0.2
0,1,90032,4,6,194.352,3,0.2,0.1
0,1,90036,4,6,594.816,2,0.2,0.1
0,1,90045,4,14,666.344,7,0.2,0.2
0,1,92024,4,6,225.296,2,0.2,0.2
0,1,94109,4,14,239.984,2,0.2,0.2
0,1,94122,4,6,230.28,3,0.2,0.1
0,1,94122,4,1,16.36,1,0,0.2
0,1,95695,4,14,239.984,2,0.2,0.2
1,2,19140,3,3,16.52,5,0.2,0.2
1,2,33180,2,14,783.96,5,0.2,0.1
1,2,80013,4,2,32.432,2,0.2,0.1
0,2,94109,4,17,300.904,1,0.2,0.1
1,2,97477,4,6,478.48,2,0.2,0.2
2,2,60623,1,14,49.616,2,0.2,0.2
2,2,77041,1,15,61.792,4,0.2,0.1
2,2,90032,4,14,333.576,3,0.2,0.1
2,2,90301,4,6,230.28,3,0.2,0.1
2,2,95823,4,14,302.384,2,0.2,0.1
2,2,97477,4,2,64.864,4,0.2,0.1
2,2,98115,4,6,388.704,6,0.2,0.2
0,2,7090,3,10,129.93,3,0,0.2
0,2,10035,3,1,103.12,8,0,0.1
0,2,19134,3,10,17.024,2,0.2,0.2
0,2,19140,3,15,59.712,6,0.2,0.2
0,2,37130,2,15,22.512,3,0.2,0.1
0,2,37211,2,14,2239.936,8,0.2,0.2
0,2,43615,3,14,26.376,4,0.4,0.2
0,2,75220,1,15,61.792,4,0.2,0.1
0,2,77340,1,14,719.952,6,0.2,0.2
0,2,80219,4,14,49.616,2,0.2,0.2
0,2,85023,4,14,195.96,5,0.2,0.2
0,2,88220,4,14,67.04,4,0.2,0.2
0,2,90004,4,14,302.384,2,0.2,0.1
0,2,90036,4,6,892.224,3,0.2,0.1
0,2,90049,4,6,563.24,5,0.2,0.1
0,2,90049,4,6,230.28,3,0.2,0.1
0,2,92105,4,6,523.392,3,0.2,0.1
2,3,94109,4,17,300.904,1,0.2,0.1
0,2,97206,4,6,230.28,3,0.2,0.1
0,2,98103,4,14,86.352,6,0.2,0.2
1,3,37211,2,3,67.92,5,0.2,0.2
1,3,80013,4,10,32.776,1,0.2,0.1
1,3,98105,4,14,604.768,4,0.2,0.1
2,3,77070,1,15,67.536,9,0.2,0.2
2,3,90004,4,14,575.928,9,0.2,0.2
2,3,90036,4,6,892.224,3,0.2,0.1
0,3,19120,3,10,51.072,6,0.2,0.1
0,3,19134,3,10,64.944,3,0.2,0.1
0,3,43615,3,15,37.52,5,0.2,0.2
0,3,44107,3,2,161.568,2,0.2,0.1
0,3,60505,1,15,23.952,2,0.2,0.1
0,3,90045,4,14,33.52,2,0.2,0.1
0,3,92020,4,6,478.48,2,0.2,0.2
0,3,92037,4,6,2676.672,9,0.2,0.2
1,1,6708,3,10,173.24,4,0,0.1
0,1,24153,2,16,231.72,2,0,0.1
1,1,19120,3,3,4.768,2,0.2,0.0
1,1,19143,3,15,39.296,4,0.2,0.2
1,1,19143,3,2,434.352,3,0.2,0.1
1,1,21215,3,1,98.16,6,0,0.2
1,1,27707,2,2,98.352,3,0.2,0.2
1,1,28540,2,14,47.976,3,0.2,0.2
1,1,43017,3,3,27.168,2,0.2,0.2
1,1,77041,1,14,150.384,2,0.2,0.1
